관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
서울특별시 용산구청,서울특별시 용산구 청파로71길 34-12,서울특별시 용산구 청파동1가 1-18,생활방범,2,41,희림빌라 앞,30,Feb-16,02-2199-6662,37.542675,126.977253,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로86라길 30,서울특별시 용산구 청파동1가 97-13,생활방범,2,41,한마음빌라 옆,30,Feb-16,02-2199-6662,37.542451,126.974876,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로47나길 83-2,서울특별시 용산구 청파동1가 62-13,생활방범,2,130,천리교분회 정문 앞,30,Feb-16,02-2199-6662,37.543853,126.975784,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로 228,서울특별시 용산구 청파동2가 1-42,생활방범,2,41,명성부동산 맞은 편,30,Feb-16,02-2199-6662,37.540222,126.974406,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로 218,서울특별시 용산구 청파동2가 1-146,생활방범,3,41,숙대후문옆 횡단보도,30,Feb-16,02-2199-6662,37.539751,126.97331,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로47나길 50,서울특별시 용산구 청파동2가 10-33,생활방범,2,200,휴타임가게 옆,30,Feb-16,02-2199-6662,37.54313,126.973726,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로47가길 3,서울특별시 용산구 청파동3가 111-38,생활방범,2,130,대운부동산 앞,30,Feb-16,02-2199-6662,37.54246,126.971113,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로43길 53,서울특별시 용산구 청파동3가 118-176,생활방범,2,200,동네미니슈퍼 앞,30,Feb-16,02-2199-6662,37.543069,126.970072,2016-09-27
서울특별시 용산구청,서울특별시 용산구 백범로79길 103,서울특별시 용산구 청파동3가 132-28,생활방범,2,200,천주교 청파동성당 앞,30,Feb-16,02-2199-6662,37.540768,126.969409,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로43길 17,서울특별시 용산구 청파동3가 105-4,생활방범,2,200,구청파2동사무소 앞,30,Feb-16,02-2199-6662,37.544676,126.96965,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로86길 67-2,서울특별시 용산구 청파동2가 8-3,생활방범,2,200,골목길 계단 앞,30,Jul-16,02-2199-6662,37.542632,126.973231,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로47길 32,서울특별시 용산구 청파동 72-5,차량방범,2,41,미스터 와우 앞,30,Aug-16,02-2199-6662,37.544904,126.968681,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로43라길 36,서울특별시 용산구 청파동3가 118-78,생활방범,2,130,빌라건물등 주변,30,Aug-16,02-2199-6662,37.542953,126.969166,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로47가길 25,서울특별시 용산구 청파동3가 118-48,생활방범,2,130,델포이빌딩 옆,30,Aug-16,02-2199-6662,37.542044,126.96992,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로73나길 8,서울특별시 용산구 청파동1가 1-121,생활방범,3,130,가음빌라 아래골목,30,Aug-16,02-2199-6662,37.542323,126.97825,2016-09-27
서울특별시 용산구청,서울특별시 용산구 만리재로26길 5,서울특별시 용산구 서계동 242-20,생활방범,2,130,보현의 집 옆 공간,30,Aug-16,02-2199-6662,37.54015,126.980589,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로51길 13,서울특별시 용산구 청파동2가 33-18,생활방범,1,130,골목길,30,Aug-16,02-2199-6662,37.544423,126.9724,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로71가길 55,서울특별시 용산구 청파동1가 1-55,생활방범,2,130,동진빌라 가동 입구,30,Aug-16,02-2199-6662,37.541767,126.978623,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로86가길 10,서울특별시 용산구 청파동2가 1-79,생활방범,3,130,숙대기숙사 옆,30,Aug-16,02-2199-6662,37.540921,126.974077,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로86가길 10,서울특별시 용산구 청파동3가 121-40,생활방범,2,130,미문교회 입구,30,Aug-16,02-2199-6662,37.543813,126.969629,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로85길 58,서울특별시 용산구 서계동 238-15,생활방범,2,130,야후공인중개사 앞,30,Aug-16,02-2199-6662,37.541344,126.980677,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로 267,서울특별시 용산구 청파동3가 61-2,어린이보호,1,130,신광길(청파로연결지점),30,Dec-16,02-2199-6662,37.545393,126.969571,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로 228,서울특별시 용산구 청파동2가 1-42,어린이보호,1,130,청파초교 정문 앞 보도,30,Dec-16,02-2199-6662,37.540814,126.974381,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로86길 33,서울특별시 용산구 청파동2가 1-157,어린이보호,1,130,숙명여대 기숙사앞 삼거리,30,Dec-16,02-2199-6662,37.541453,126.973395,2016-09-27
서울특별시 용산구청,서울특별시 용산구 청파로73길 38,서울특별시 용산구 서계동 109,어린이보호,2,130,보윤유치원 진입부,30,Dec-16,02-2199-6662,37.543006,126.978138,2016-09-27
서울특별시 용산구청,서울특별시 용산구 효창원로86나길 20,서울특별시 용산구 청파동2가 1-180,생활방범,2,130,비상소화장치 옆,30,Mar-16,02-2199-6662,37.541723,126.973929,2016-09-27
서울특별시 용산구청,서울특별시 용산구 후암로34길 31,서울특별시 용산구 후암동 30-30,생활방범,3,130,양지슈퍼 앞,30,Feb-16,02-2199-6662,37.551551,126.979776,2016-09-27
서울특별시 용산구청,서울특별시 용산구 한강대로102길 52,서울특별시 용산구 후암동 123-20,생활방범,2,41,삼안리치 하우스 앞,30,Feb-16,02-2199-6662,37.54854,126.976719,2016-09-27
서울특별시 용산구청,서울특별시 용산구 두텁바위로1길 81,서울특별시 용산구 후암동 159-5,생활방범,2,200,후암어린이집 맞은 편,30,Feb-16,02-2199-6662,37.549263,126.9747,2016-09-27
서울특별시 용산구청,서울특별시 용산구 두텁바위로 27,서울특별시 용산구 후암동 168,생활방범,2,41,부부약국 맞은 편,30,Feb-16,02-2199-6662,37.549557,126.972949,2016-09-27
서울특별시 용산구청,서울특별시 용산구 후암로16길 27,서울특별시 용산구 후암동 244-99,생활방범,2,130,화인힐빌라 코너,30,Feb-16,02-2199-6662,37.552045,126.976048,2016-09-27
서울특별시 용산구청,서울특별시 용산구 후암로4길 49,서울특별시 용산구 후암동 283-3,생활방범,2,41,진흥부동산 앞,30,Feb-16,02-2199-6662,37.552872,126.975291,2016-09-27
서울특별시 용산구청,서울특별시 용산구 후암로28길 62,서울특별시 용산구 후암동 322-1,생활방범,2,41,진달래길,30,Feb-16,02-2199-6662,37.55322,126.976527,2016-09-27
서울특별시 용산구청,서울특별시 용산구 두텁바위로58길 17,서울특별시 용산구 후암동 358-63,생활방범,2,130,활터1길,30,Feb-16,02-2199-6662,37.554714,126.977447,2016-09-27
서울특별시 용산구청,서울특별시 용산구 후암로48길 7,서울특별시 용산구 후암동 1-58,생활방범,2,41,후암제일교회 앞,30,Feb-16,02-2199-6662,37.550141,126.980833,2016-09-27
서울특별시 용산구청,서울특별시 용산구 두텁바위로60길 74,서울특별시 용산구 후암동 358-66,생활방범,2,130,남산중앙교회 앞,30,Feb-16,02-2199-6662,37.555648,126.975211,2016-09-27
서울특별시 용산구청,서울특별시 용산구 두텁바위로40길 3,서울특별시 용산구 후암동 404-15,생활방범,2,41,영주교회 교육관 앞,30,Feb-16,02-2199-6662,37.554268,126.974582,2016-09-27
서울특별시 용산구청,서울특별시 용산구 후암로48길 46,서울특별시 용산구 후암동 436-2,생활방범,2,130,오페라하우스 9차 앞 도로,30,Feb-16,02-2199-6662,37.551449,126.981435,2016-09-27
서울특별시 용산구청,서울특별시 용산구 후암로13가길 25,서울특별시 용산구 후암동 239-1,생활방범,2,130,새나라어린이 공원,30,Jan-16,02-2199-6662,37.54997,126.975251,2016-09-27
서울특별시 용산구청,서울특별시 용산구 후암로13가길 25,서울특별시 용산구 후암동 239-1,생활방범,2,130,새나라어린이 공원,30,Jan-16,02-2199-6662,37.54997,126.975251,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로26길 11-15,서울특별시 용산구 용산동2가 1-292,생활방범,2,41,비상소화장치함 옆,30,Feb-16,02-2199-6662,37.555317,126.972694,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로22길 14,서울특별시 용산구 용산동2가 1-567,생활방범,3,41,미리내길,30,Feb-16,02-2199-6662,37.556377,126.973009,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로3가길 66,서울특별시 용산구 용산동2가 5-1656,생활방범,1,41,보성여고 정문옆 골목,30,Feb-16,02-2199-6662,37.556123,126.968517,2016-09-27
서울특별시 용산구청,서울특별시 용산구 소월로30길 15,서울특별시 용산구 용산동2가 5-1439,생활방범,2,41,용암새싹길,30,Feb-16,02-2199-6662,37.559622,126.972828,2016-09-27
서울특별시 용산구청,서울특별시 용산구 소월로30길 19-17,서울특별시 용산구 용산동2가 5-1457,생활방범,2,130,용암초등학교 앞,30,Feb-16,02-2199-6662,37.559816,126.972459,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로16길 6,서울특별시 용산구 용산동2가 23-1,생활방범,3,130,나무있는 집 대문 옆,30,Feb-16,02-2199-6662,37.558359,126.971588,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로15길 18,서울특별시 용산구 용산동2가 20-10,생활방범,3,130,개미식당,30,Feb-16,02-2199-6662,37.557589,126.971084,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로5길 38,서울특별시 용산구 용산동2가 35-6,생활방범,2,41,계단 옆,30,Feb-16,02-2199-6662,37.557363,126.969016,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로7길 35,서울특별시 용산구 용산동2가 35-28,생활방범,2,41,충남슈퍼 맞은 편,30,Feb-16,02-2199-6662,37.557642,126.969565,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로3길 17,서울특별시 용산구 용산동2가 43-7,생활방범,2,41,서전빌라,30,Feb-16,02-2199-6662,37.557755,126.967591,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 40,서울특별시 용산구 용산동2가 45-5,생활방범,2,41,새마을금고 용암지점 맞은 편,30,Feb-16,02-2199-6662,37.558832,126.968263,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로11길 49,서울특별시 용산구 용산동2가 20-3,생활방범,2,41,주택코너,30,Feb-16,02-2199-6662,37.557565,126.971503,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로5길 70,서울특별시 용산구 용산동2가 34,생활방범,2,130,해방촌성당 앞,30,Feb-16,02-2199-6662,37.556293,126.970135,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로3가길 21,서울특별시 용산구 용산동2가 5-70,생활방범,2,41,여전도관 옆 골목,30,Jul-16,02-2199-6662,37.55706,126.967349,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로3가길 21,서울특별시 용산구 용산동2가 5-1418,생활방범,1,41,용암초앞 마을마당,30,Jan-16,02-2199-6662,37.545705,126.98816,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로26길 33,서울특별시 용산구 용산동2가 1-550,생활방범,2,41,용산2가동 외국인학교옆 공원,30,Jan-16,02-2199-6662,37.545306,126.984381,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로26길 33,서울특별시 용산구 용산동2가 5-1647,생활방범,1,41,소월길 주민쉼터,30,Jan-16,02-2199-6662,37.543617,126.988915,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 30,서울특별시 용산구 용산동2가 45-12,차량방범,2,130,주택앞,30,Dec-16,02-2199-6662,37.541034,126.987251,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 38,서울특별시 용산구 용산동2가 45-6,차량방범,1,130,서울침례교회앞,30,Dec-16,02-2199-6662,37.5418,126.987422,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 80,서울특별시 용산구 용산동2가 15-16,차량방범,1,130,남산빨래방 옆골목,30,Dec-16,02-2199-6662,37.545264,126.986418,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로27길 6-9,서울특별시 용산구 용산동2가 1-1165,생활방범,2,130,큰빛의 집 뒷길,30,Aug-16,02-2199-6662,37.554412,126.970739,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로32길 35,서울특별시 용산구 용산동2가 1-356,생활방범,2,130,신흥교회 옆,30,Aug-16,02-2199-6662,37.555257,126.972157,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로15길 28,서울특별시 용산구 용산동2가 31-5,생활방범,2,130,해방교회 아래쪽,30,Aug-16,02-2199-6662,37.557322,126.970491,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로 62-6,서울특별시 용산구 용산동2가 24-20,생활방범,2,130,황재빌라 옆,30,Aug-16,02-2199-6662,37.558845,126.970849,2016-09-27
서울특별시 용산구청,서울특별시 용산구 소월로26길 13-3,서울특별시 용산구 용산동2가 5-212,생활방범,2,130,주택가,30,Aug-16,02-2199-6662,37.55874,126.972431,2016-09-27
서울특별시 용산구청,서울특별시 용산구 소월로26길 19,서울특별시 용산구 용산동2가 5-171,생활방범,2,130,남산교회 옆 골목,30,Aug-16,02-2199-6662,37.558632,126.972047,2016-09-27
서울특별시 용산구청,서울특별시 용산구 소월로30길 26,서울특별시 용산구 용산2가동 5-249,어린이보호,2,130,3호터널 상부,30,Dec-16,02-2199-6662,37.559493,126.972202,2016-09-27
서울특별시 용산구청,서울특별시 용산구 신흥로16길 17,서울특별시 용산구 용산2가동 5-491,어린이보호,2,130,남산교회 앞 삼거리,30,Dec-16,02-2199-6662,37.558726,126.971944,2016-09-27
